step,loss
23362,2.642925977706909
23428,2.7147765159606934
23541,3.018806219100952
23671,3.4935519695281982
23682,2.5133981704711914
23702,2.5192129611968994
23939,2.995232105255127
24080,2.6027441024780273
24148,2.5649919509887695
24283,3.0763463973999023
24285,2.6726558208465576
24323,3.0653183460235596
24346,2.029169797897339
24622,3.021362781524658
24720,2.5116231441497803
24728,2.9620859622955322
24902,2.487929105758667
24935,2.8413028717041016
25009,2.8799986839294434
25048,2.385608673095703
25134,3.2636756896972656
25254,3.006657600402832
25333,2.875436782836914
25392,3.3738691806793213
25687,3.2548727989196777
25813,2.8574154376983643
25848,2.903045415878296
25922,2.9453437328338623
26067,3.316593647003174
26092,2.666768789291382
26156,2.6334619522094727
26170,2.7596261501312256
26304,2.8249151706695557
26404,2.953659772872925
26471,2.547316074371338
26798,2.7888553142547607
26799,2.180772066116333
26830,2.5408313274383545
27143,2.5970470905303955
27155,3.0221452713012695
27159,2.6382668018341064
27160,2.328341245651245
27275,2.010380268096924
27506,3.072370767593384
27604,2.073117733001709
27621,3.223179817199707
27639,2.7916626930236816
27826,3.29555606842041
27917,2.3332839012145996
27951,3.375669479370117
27969,2.903384208679199
28322,1.8881752490997314
28439,2.6145312786102295
28452,2.7685306072235107
28544,2.7448208332061768
28573,2.7437572479248047
28612,2.6947028636932373
28971,2.976430654525757
28997,2.7069954872131348
29038,2.6458044052124023
29063,3.1818699836730957
29202,2.48372483253479
29264,2.2215325832366943
29472,2.9379892349243164
29488,2.3185524940490723
29562,2.6303181648254395
29612,2.6941473484039307
29748,2.806642770767212
29830,2.7912850379943848
30006,2.6273996829986572
30032,2.8907957077026367
30093,3.1282196044921875
30175,2.7014784812927246
30244,2.378096580505371
30285,2.7212159633636475
30328,2.4535415172576904
30460,2.408780336380005
30471,2.4195518493652344
30613,2.2697396278381348
30707,2.2816214561462402
30721,2.9170033931732178
31407,3.0465497970581055
31444,2.3170087337493896
31697,2.2123520374298096
31809,2.0414514541625977
31874,2.988314151763916
31881,2.531667947769165
31937,2.2880938053131104
31946,2.9228177070617676
32005,2.8093934059143066
32018,2.7103419303894043
32175,3.2442307472229004
32208,2.632899045944214
32436,2.0128190517425537
32543,3.012580394744873
32658,2.516326665878296
32707,3.246032238006592
32763,2.7404298782348633
32895,3.1246323585510254
32903,2.247122287750244
33035,2.630829334259033
33153,2.337158679962158
33180,2.586815357208252
33182,2.5163304805755615
33272,2.1260132789611816
33342,2.2567148208618164
33376,2.4816763401031494
33404,2.743885040283203
33729,2.2300896644592285
33738,3.2317230701446533
33750,2.602008819580078
33769,1.9821391105651855
33786,2.2097902297973633
33840,2.641140937805176
33852,2.1884255409240723
33877,2.239661455154419
33914,2.7038609981536865
34018,2.7997777462005615
34037,2.2880687713623047
34142,3.2603302001953125
34363,2.7760236263275146
34384,2.6875529289245605
34439,2.2403948307037354
34526,2.9887583255767822
34600,2.8239636421203613
34784,2.47013521194458
35334,2.360136032104492
35355,2.1774861812591553
35363,2.051029682159424
35378,2.199584722518921
35484,2.244504451751709
35574,1.6850498914718628
35772,2.179898738861084
35779,2.4912588596343994
35850,2.293083906173706
35954,2.5083065032958984
35971,2.560429573059082
36038,2.8821659088134766
36247,2.908220052719116
36276,2.904045581817627
36630,2.3791046142578125
36660,2.7851126194000244
36679,2.403776168823242
36768,2.7186036109924316
36820,2.668222665786743
36851,2.4863579273223877
36908,2.458848714828491
37170,2.0401978492736816
37203,2.7754993438720703
37456,2.3835721015930176
37490,2.5928890705108643
37765,2.2014408111572266
37877,2.1616146564483643
38193,2.1443026065826416
38248,2.175693988800049
38440,2.350424289703369
38456,2.5459799766540527
38467,2.7044713497161865
38643,2.170732021331787
38701,2.314321756362915
38721,2.5905871391296387
38841,2.733415126800537
38982,2.486635446548462
39006,2.2360825538635254
39142,2.5781054496765137
39238,1.8613765239715576
39297,2.7101526260375977
39308,2.435527801513672
39703,2.452796459197998
39731,2.6188883781433105
39782,1.9500116109848022
39879,2.7036194801330566
39910,2.604360580444336
39915,2.2068848609924316
40021,2.829552173614502
40297,2.097480058670044
40501,2.039813280105591
40648,3.0429768562316895
40664,1.9851093292236328
40668,2.0898797512054443
40701,2.327460527420044
40721,2.0905821323394775
40794,2.349271297454834
41041,1.9330110549926758
41129,1.9267522096633911
41245,2.7316999435424805
41272,1.7853894233703613
41342,2.7742514610290527
41410,1.7619389295578003
41492,1.952377200126648
41540,1.8606661558151245
41556,3.156400442123413
41872,2.664949417114258
42014,2.026488780975342
42135,2.4710278511047363
42245,2.064272880554199
42340,2.6027073860168457
42451,2.371946334838867
42469,2.868476629257202
42679,2.558448553085327
42965,1.847792625427246
42982,2.9668288230895996
43021,2.183842658996582
43279,3.070892095565796
43519,2.8708877563476562
43554,2.6114754676818848
43608,2.6729190349578857
43640,2.065150737762451
43712,2.0030531883239746
43739,2.5568149089813232
43743,1.9013245105743408
43806,2.2965354919433594
43981,2.0546247959136963
43994,2.212714433670044
44074,1.8973729610443115
44078,2.396683931350708
44114,2.195430278778076
44201,2.4711151123046875
44208,2.070594310760498
44252,2.147394895553589
44305,1.9020709991455078
44586,2.1445915699005127
44646,2.4128761291503906
44803,2.0913219451904297
44817,1.8316988945007324
44965,2.22921085357666
45105,3.1691951751708984
45311,2.912196636199951
45320,1.939111351966858
45373,2.432915449142456
45508,2.3588647842407227
45544,2.6729822158813477
45659,2.3949766159057617
45840,2.6163039207458496
46034,2.110771894454956
46091,1.9979718923568726
46170,2.3302910327911377
46206,1.8109724521636963
46319,2.772075653076172
46335,2.555529832839966
46414,2.184358596801758
46500,2.1904029846191406
47199,2.275177001953125
47242,1.92850661277771
47302,1.7956464290618896
47322,2.1848859786987305
47438,2.000953435897827
47490,2.715920925140381
47550,2.2458879947662354
47586,2.49092698097229
47639,2.4166576862335205
47656,2.543177604675293
47670,2.7238340377807617
47694,2.374722957611084
47706,2.404345989227295
47745,3.009275436401367
47759,2.2130913734436035
47883,2.656346559524536
47948,2.185516834259033
47971,2.0169060230255127
48077,1.961710810661316
48182,2.2519683837890625
48228,1.9650862216949463
48523,2.378556251525879
48845,2.230502128601074
48983,2.53464937210083
49273,2.204821825027466
49327,2.0644609928131104
49352,2.3698222637176514
49478,2.5656931400299072
49559,2.5826797485351562
49620,1.9064429998397827
49639,1.659416675567627
50007,2.5053365230560303
50057,2.411458969116211
50150,2.276005506515503
50166,2.097015380859375
50196,1.8325345516204834
50269,2.20965838432312
50383,2.0607924461364746
50630,2.6379501819610596
50632,1.6191914081573486
50820,2.201003313064575
50980,2.387835741043091
51135,1.8258341550827026
51228,2.3572072982788086
51283,2.3911285400390625
51343,2.0735576152801514
51751,2.1851913928985596
51799,1.7767843008041382
51807,2.328040361404419
51955,2.088560104370117
52002,2.122814893722534
52068,2.157313585281372
52238,2.152531385421753
52293,1.9674677848815918
52354,2.1268835067749023
52388,1.9925556182861328
52511,2.2669148445129395
52529,2.000739574432373
52683,2.2425875663757324
52803,2.1722846031188965
52907,2.3948583602905273
52940,2.3293814659118652
53004,1.8865323066711426
53014,1.6090031862258911
53093,2.1325976848602295
53108,2.050844430923462
53402,2.277066707611084
53410,2.6284942626953125
53469,1.5169026851654053
53483,2.227755546569824
53707,2.0941572189331055
53714,1.8996696472167969
53718,1.9249613285064697
53722,1.7701438665390015
53863,2.4340059757232666
53896,2.155884265899658
53907,2.5958411693573
54073,2.294736623764038
54088,1.9408750534057617
54109,2.0775153636932373
54124,2.060803174972534
54242,2.109334707260132
54467,2.2079696655273438
54626,1.8281407356262207
54648,2.5112991333007812
54692,2.3661463260650635
54720,2.0737855434417725
54808,2.428309440612793
54938,2.1330673694610596
54983,2.133657455444336
55194,1.6808454990386963
55300,1.8108546733856201
55303,2.4459826946258545
55329,2.182462215423584
55360,1.7361218929290771
55539,1.9060121774673462
55544,2.0047504901885986
55552,1.8914045095443726
55714,2.6480116844177246
55767,1.853263258934021
55967,1.9712759256362915
56092,1.7181872129440308
56305,2.171875
56338,2.128073215484619
56380,1.981858730316162
56433,1.583545446395874
56508,1.830305576324463
56522,2.3845527172088623
56529,2.3686230182647705
56609,1.9085943698883057
56788,2.329294443130493
56821,1.9583712816238403
57000,1.9366371631622314
57300,1.6737483739852905
57306,2.3449909687042236
57485,3.2189109325408936
57761,1.9695583581924438
58296,1.9082590341567993
58347,2.32332444190979
58441,2.3107240200042725
58557,2.010772228240967
58612,1.6617575883865356
58642,1.8801676034927368
58720,2.242769956588745
58747,2.2842469215393066
58764,1.9395424127578735
58789,1.8957250118255615
59015,1.7172380685806274
59031,2.185873031616211
59037,2.2120769023895264
59265,2.206163167953491
59312,2.345798969268799
59433,1.781943917274475
59625,2.5547127723693848
59641,2.244575023651123
59671,1.7450463771820068
59738,1.5364854335784912
59752,2.0094332695007324
60087,2.4914369583129883
60180,2.167205810546875
60186,1.9483414888381958
60208,1.8582322597503662
60298,2.047858953475952
60476,1.4667028188705444
60504,2.0638856887817383
60597,2.245600938796997
60672,2.4961109161376953
61123,2.5133442878723145
61206,1.8876993656158447
61277,1.7386137247085571
61374,1.902921199798584
61386,1.9961202144622803
61439,1.7316335439682007
61535,1.8735599517822266
61681,2.6222617626190186
62140,2.0615057945251465
62220,2.161411762237549
62517,1.9769961833953857
62548,1.3586066961288452
62556,2.137850284576416
62875,1.9037359952926636
63025,2.0705838203430176
63221,2.189199209213257
63359,2.015739917755127
63429,2.1363279819488525
63430,2.589564561843872
63514,2.1131253242492676
63672,1.9746718406677246
63782,2.0273938179016113
63866,1.7514910697937012
63989,1.519677758216858
64099,1.3840593099594116
64174,1.8973619937896729
64226,1.405568242073059
64512,2.324604034423828
64522,1.900911569595337
64524,2.684440851211548
64688,1.8087663650512695
64890,2.056333541870117
64990,1.8714903593063354
65001,2.1537392139434814
65055,2.6595706939697266
65246,1.6937713623046875
65275,2.405095338821411
65293,2.045217990875244
65376,2.0526623725891113
65451,1.98201584815979
65482,2.1934585571289062
65528,1.9319789409637451
65602,2.024893045425415
65644,1.9651294946670532
65710,2.389033794403076
65908,1.6162999868392944
65949,1.9295834302902222
66050,1.781334400177002
66299,1.7318732738494873
66535,1.7995489835739136
66648,2.1302542686462402
66788,1.864338755607605
66949,1.8730415105819702
66977,1.8720225095748901
67022,1.6709613800048828
67441,1.6964505910873413
67475,2.272664785385132
67514,1.4338784217834473
68264,1.823359727859497
68265,2.2699711322784424
68282,2.428050994873047
68379,2.5637054443359375
68430,1.9214028120040894
68513,2.0156190395355225
68591,1.7313868999481201
68930,1.8310078382492065
68989,1.5174086093902588
69172,1.8883967399597168
69173,2.157365560531616
69186,1.9129419326782227
69327,2.217618942260742
69377,2.2518155574798584
69456,1.4461793899536133
69477,1.825830101966858
69663,1.8372838497161865
69690,2.058958053588867
69720,1.8835046291351318
69799,1.625543236732483
69916,2.567300319671631
70459,1.8802375793457031
70463,1.6806684732437134
70494,1.6345224380493164
70530,1.4421947002410889
70581,1.8930407762527466
70657,1.8431578874588013
70916,1.7570080757141113
70997,2.385751485824585
71273,1.7345333099365234
71315,1.8316116333007812
71429,1.9301562309265137
71555,1.7799155712127686
71581,1.7577073574066162
71697,2.0894172191619873
71851,1.4580439329147339
71907,1.7604396343231201
71958,1.4218207597732544
71980,1.9781018495559692
72013,1.598250150680542
72038,1.780797004699707
72198,1.4468950033187866
72276,1.9343186616897583
72297,1.741959810256958
72298,1.8225243091583252
72300,1.3243656158447266
72402,1.2175744771957397
72405,1.7302509546279907
72445,2.1847710609436035
72559,2.1752166748046875
72724,1.612999677658081
72874,1.890857458114624
72949,1.4166479110717773
73010,1.5568711757659912
73180,1.395816683769226
73319,1.5832488536834717
73749,1.4112547636032104
73790,2.0499649047851562
73795,1.8443936109542847
73842,1.7228167057037354
73902,1.621649146080017
73925,1.631852149963379
74012,1.6363879442214966
74188,1.4974100589752197
74195,1.900781512260437
74866,1.8212459087371826
74902,1.6093941926956177
75141,1.7613376379013062
75172,1.7856512069702148
75470,1.1674323081970215
75488,1.1769829988479614
75568,2.1413989067077637
75630,1.4393901824951172
75698,1.6849782466888428
75929,1.6845035552978516
75931,1.220068097114563
76057,1.5812519788742065
76100,2.1799590587615967
76219,1.9557452201843262
76432,1.6528946161270142
76483,1.8617432117462158
76627,1.482904314994812
76674,1.6940525770187378
76706,1.8950964212417603
76791,1.9695310592651367
76907,1.4632561206817627
76914,1.7331154346466064
76925,2.1347062587738037
77074,1.88556706905365
77199,1.8537447452545166
77325,1.6099368333816528
77461,1.5655686855316162
77531,1.9681702852249146
77644,1.2694077491760254
77803,1.5268685817718506
77902,1.7134289741516113
78094,1.7714277505874634
78136,1.491012692451477
78209,2.3697047233581543
78266,1.3106228113174438
78776,1.5312812328338623
78844,1.3068277835845947
78921,2.1442039012908936
78935,1.3490922451019287
78974,2.3744640350341797
79006,1.408065676689148
79117,1.5398322343826294
79310,1.777357816696167
79379,1.207990050315857
79419,1.554558277130127
79598,1.2641607522964478
79621,1.5034953355789185
79697,1.8219637870788574
79813,1.8770411014556885
79838,1.3532183170318604
79969,1.4587376117706299
79976,1.449366807937622
79999,1.6483474969863892
80032,1.3800196647644043
80036,1.4282808303833008
80101,1.6844897270202637
80166,2.047550678253174
80352,1.3422967195510864
80391,1.2316821813583374
80407,1.5590287446975708
80551,2.2797274589538574
80577,2.2180821895599365
80614,1.0476980209350586
80827,1.5340300798416138
80866,1.7491185665130615
80868,2.179523468017578
80947,1.4044137001037598
80997,1.6222590208053589
81016,1.6722849607467651
81118,1.2894469499588013
81382,1.9330682754516602
81495,1.9718198776245117
81530,1.4384788274765015
81953,1.2657179832458496
82081,1.2556679248809814
82251,1.4832029342651367
82432,1.7303752899169922
82488,1.5186930894851685
82527,1.679673194885254
82649,1.304330825805664
82690,1.313865303993225
82737,1.5389074087142944
82771,1.2489395141601562
82832,1.5245825052261353
82850,1.3682279586791992
82925,1.3866095542907715
83076,1.607187271118164
83128,1.5526610612869263
83268,1.3056704998016357
83511,1.7413886785507202
83763,1.1766033172607422
83924,1.7964359521865845
83972,1.8037654161453247
84166,1.7631617784500122
84198,1.3393092155456543
84206,1.3899344205856323
84256,1.4618254899978638
84395,1.3031272888183594
84410,1.3540105819702148
84476,1.6605526208877563
84602,1.1646080017089844
84687,1.0894192457199097
84741,1.937427282333374
84819,1.6597260236740112
84961,2.010540008544922
85021,1.8345143795013428
85037,1.8245518207550049
85053,1.5553594827651978
85090,1.3552871942520142
85170,1.7911051511764526
85244,1.6482834815979004
85321,1.2348992824554443
85509,1.9311003684997559
85540,1.7731980085372925
85573,1.3664253950119019
85637,1.505129098892212
85676,1.650345802307129
85687,1.9051613807678223
85750,1.956896424293518
85986,1.4491894245147705
86015,1.4099973440170288
86082,1.2113008499145508
86453,1.2326279878616333
86608,2.014190912246704
86643,1.46941077709198
86650,1.6197631359100342
86781,1.4354884624481201
86794,1.2044028043746948
86840,2.0415737628936768
86866,2.0051863193511963
86920,1.1206552982330322
87009,1.9720170497894287
87394,1.7763475179672241
87451,2.0693349838256836
87557,1.3873918056488037
87622,1.8505867719650269
87667,1.280085563659668
87818,1.2801610231399536
87830,1.706439733505249
88030,1.542404294013977
88094,1.492029070854187
88125,2.1654586791992188
88138,1.2914774417877197
88375,1.3136565685272217
88442,1.4418227672576904
88675,1.8115381002426147
88767,1.4037004709243774
88816,1.889147162437439
88923,1.7542126178741455
89160,1.3164507150650024
89263,2.1484897136688232
89348,1.8653866052627563
89364,1.5316591262817383
89746,1.1827055215835571
89763,1.3341680765151978
89874,1.5275864601135254
89893,1.4285849332809448
89974,1.2880370616912842
90030,2.2210562229156494
90036,1.4909847974777222
90238,1.945832371711731
90307,1.6637612581253052
90320,1.4117093086242676
90451,1.5896484851837158
90921,1.4259028434753418
91075,1.5020709037780762
91095,1.64362633228302
91301,1.4713457822799683
91399,1.4936140775680542
91446,1.1382639408111572
91475,1.4052016735076904
91625,1.3369709253311157
91645,1.6376442909240723
91648,1.3978931903839111
91710,1.864648461341858
91733,1.624451994895935
91736,1.2169559001922607
91937,1.311389446258545
92010,1.2694696187973022
92095,1.6972395181655884
92121,1.5418871641159058
92247,1.3599010705947876
92310,1.3613404035568237
92647,2.20432710647583
92730,1.3795396089553833
92789,1.5090948343276978
92791,1.8929170370101929
92822,1.3862965106964111
92893,1.4335887432098389
93127,1.6108874082565308
93224,1.8117750883102417
93472,1.5571280717849731
93674,1.2801668643951416
93902,1.5373077392578125
94062,1.380056381225586
94381,1.4525384902954102
94417,1.849735140800476
94425,2.33589506149292
94537,1.7599533796310425
94575,1.1604639291763306
94785,2.1410505771636963
94892,1.8034863471984863
95031,1.1453440189361572
95058,1.367702603340149
95185,1.428330898284912
95322,1.9089806079864502
95378,1.4581937789916992
95410,1.813158631324768
95481,1.4859514236450195
95518,1.752172589302063
95861,1.817930817604065
95950,1.463409662246704
95973,1.524379849433899
96033,1.3346842527389526
96041,1.3301283121109009
96125,1.585299015045166
96302,1.8949480056762695
96382,1.57504141330719
96466,1.4384872913360596
96506,1.7934951782226562
96536,1.5851647853851318
96601,2.1425251960754395
96633,1.500750184059143
97019,1.6305636167526245
97157,1.4342042207717896
97227,2.0048532485961914
97297,1.8392908573150635
97335,1.389195203781128
97417,1.4501813650131226
97461,2.1766159534454346
97521,1.421567440032959
97597,1.4858527183532715
97654,1.4181853532791138
97743,1.4592067003250122
97794,1.7275373935699463
97797,1.831949234008789
97877,1.9383602142333984
97987,1.6086448431015015
97997,1.4094394445419312
98140,1.7420604228973389
98213,1.3704273700714111
98405,1.413056492805481
98475,1.506328821182251
98524,1.696297526359558
98542,1.2487666606903076
98606,1.7064845561981201
98755,1.530449390411377
98991,1.5398125648498535
99056,1.3626939058303833
99271,1.9010016918182373
99507,1.48722243309021
99528,1.1885029077529907
99613,1.354217290878296
99615,1.0585521459579468
99885,1.5996177196502686
99982,1.9468889236450195
100000,1.7810418605804443
